"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT"
2478784,"478784 (2012 UV136)",478784,,,Y,N,25.60,,,,,,,,,,,,,,,,,,,48,2459600.5,59600,20220121.0000000,J2000,.1396885241756117,1.007431892366515,.8667052181143932,2.104237369664775,207.9034860706445,289.9347817520064,322.8175777807094,1.148158566618638,.9747214671862623,2459638.646715211501,20220228.1467152,369.336279254437,1.0111876228732,.0114433,4.453389061,3.84915,6.036,5.132E-8,3.1571E-9,5.0642E-8,1.5011E-6,1.9525E-5,2.0616E-5,1.4542E-5,3.5981E-9,4.5819E-9,1.5015E-5,1.7362E-6,APO,"Otto Matic",3146,2012-10-22,2021-06-03,148,,,0,.49458,,,-7.565106983376461E-14,,
2480808,"480808 (1994 XL1)",480808,,,Y,Y,20.9,,,,,,,,,,,,,,,,,,,29,2459600.5,59600,20220121.0000000,J2000,.5263251647303702,.6708032852600075,.3177426356438606,28.16209632643794,252.6568071501499,356.5681195897729,325.6995599400082,1.023863934876154,1.793953998935979,2459619.620022074332,20220209.1200221,200.6740419283445,0.549415583650498,.036305,14.12881685,4.0148,8.295,7.4642E-8,4.7801E-9,5.1028E-8,2.6136E-5,5.2986E-6,1.9646E-5,6.1821E-5,7.2959E-9,1.9175E-8,3.4595E-5,2.145E-6,ATE,"Otto Matic",8033,1994-12-09,2016-12-06,171,,,0,.47173,,,-4.7792901707885E-14,,
2480820,"480820 (1998 VF32)",480820,,,Y,Y,20.84,,,,,,,,,,,,,,,,,,,"JPL 39",2459600.5,59600,20220121.0000000,J2000,.4438448089134103,.8508097215340649,.473182243258106,23.74458821724575,236.2702530296904,320.9399381972282,88.29026736241322,1.228437199810024,1.25590100651954,2459530.199660320290,20211111.6996603,286.6467963089405,0.784796156903328,.0368342,14.334765614,3.78078,6.779,1.6134E-7,2.2944E-9,1.3712E-7,1.6577E-5,4.9078E-6,8.0586E-6,2.4055E-5,3.3127E-9,5.0802E-9,1.9169E-5,1.1595E-6,ATE,"Otto Matic",8040,1998-11-14,2020-11-18,153,,,0,.44157,,,2.728494811616956E-14,,
2480883,"480883 (2001 YE4)",480883,,,Y,Y,20.91,,,,,,,,,,,,,,,,,,,"JPL 66",2459600.5,59600,20220121.0000000,J2000,.5403950356729893,.6768011862944141,.3110611850833227,4.853840352431981,305.3427150546451,318.9765477554753,235.2871874577964,1.042541187505506,1.77015952784151,2459670.952866298596,20220401.4528663,203.3715008945975,0.556800823804511,.0311598,12.126459366,4.03827,8.293,2.4854E-8,4.8873E-10,1.6817E-8,4.2643E-6,3.6569E-5,3.4151E-5,8.3031E-6,7.5284E-10,1.9174E-9,4.721E-6,2.2029E-7,ATE,"Otto Matic",7336,2001-12-21,2022-01-21,419,6,1,0,.36578,,,-6.947773769885084E-14,,
2481442,"481442 (2006 WO3)",481442,,,Y,N,21.57,,,,,,,,,,,,,,,,,,,"JPL 58",2459600.5,59600,20220121.0000000,J2000,.4473788362036525,.7997096594781802,.4419364827200126,21.21382579155729,252.6169807457599,9.677075830840659,216.3927959376341,1.157482836236348,1.378178787912811,2459704.700706992343,20220505.2007070,261.2142946599865,0.715165762245001,.132329,51.49847693,3.91027,7.160,5.7026E-7,4.6549E-9,4.5498E-7,6.6258E-5,5.8061E-6,3.658E-5,.0001071,6.7374E-9,1.2033E-8,7.8092E-5,2.2807E-6,ATE,"Otto Matic",7331,2001-11-12,2021-12-08,307,,,0,.44321,,,-5.883790998024451E-14,,
2483459,"483459 (2002 EM6)",483459,,,Y,N,20.32,,,,,,,,,,,,,,,,,,,"JPL 76",2459600.5,59600,20220121.0000000,J2000,.1412743866350706,1.159820572478173,.9959676324945828,31.76023183626217,169.4971504435686,120.9736329554165,214.8966409062194,1.323673512461763,.789074233528431,2459784.390631487148,20220723.8906315,456.2308395120456,1.24909196307199,.0529575,20.609470275,3.86056,5.281,1.9064E-7,3.8832E-9,2.2133E-7,2.4946E-5,5.5755E-6,4.3721E-5,4.5604E-5,4.4318E-9,3.9629E-9,5.7958E-5,2.2913E-6,APO,"Otto Matic",7331,2002-03-12,2022-04-07,352,,,0,.48395,,,3.957225116769011E-14,,
2483656,"483656 (2005 ES70)",483656,,,Y,N,23.76,,,,,,,,,,1.69,,,,,,,,,"JPL 46",2459600.5,59600,20220121.0000000,J2000,.3863637149467419,.7631730496311795,.4683106750284428,20.82113018461,352.8390726581106,351.0590465573648,301.4629793522971,1.058035424233916,1.478323687262876,2459640.096890147979,20220301.5968901,243.5190635865017,0.666718859921976,.0527214,20.517587238,4.34855,7.478,2.4069E-7,1.7977E-9,1.8313E-7,6.7372E-5,3.9491E-6,3.5987E-5,7.7803E-5,2.4923E-9,5.2234E-9,5.2617E-5,8.6043E-7,ATE,"Otto Matic",5854,2005-03-09,2021-03-19,190,0,1,0,.44973,,,-1.398092155245266E-13,,
2491007,"491007 (2011 GL62)",491007,,,Y,N,19.57,,,,,,,,,,,,,,,,,,,"JPL 50",2459600.5,59600,20220121.0000000,J2000,.7068905236592896,1.140160559277028,.3341918644740212,15.69390219416488,189.8393574959855,244.3998049971572,1.760506885729179,1.946129254080035,.8095712062121263,2459598.325383521276,20220118.8253835,444.6798468591677,1.21746706874515,.0535667,20.846552639,3.45383,5.201,9.1757E-8,1.7386E-8,1.0615E-7,1.0901E-5,3.6011E-5,3.4343E-5,3.1485E-5,2.9676E-8,1.8518E-8,3.8849E-5,1.0171E-5,APO,"Otto Matic",8043,2000-04-28,2022-05-06,202,,,0,.47679,,,-5.972049059042923E-14,,
2494710,"494710 (2005 MO13)",494710,,,Y,Y,20.80,,,,,,,,,,,,,,,,,,,"JPL 70",2459600.5,59600,20220121.0000000,J2000,.4106670580565431,.8634168745145626,.5088400067812918,6.315596265240015,176.5854248187498,250.1821618188492,103.5170265821365,1.217993742247834,1.22849466723708,2459516.236690322841,20211028.7366903,293.0415650966158,0.802304079662192,.0428126,16.661379542,4.0879,6.765,7.1584E-7,9.0859E-9,6.1337E-7,1.8544E-5,.00022326,.00018032,.00010861,1.2817E-8,1.9392E-8,8.8342E-5,4.6256E-6,ATE,"Otto Matic",7293,2001-06-30,2021-06-18,304,,,1,.41705,,,-6.409515319554103E-14,,
2499998,"499998 (2011 PT)",499998,,,Y,N,23.9,,,,,,,,,,,,,,,,,,,54,2459600.5,59600,20220121.0000000,J2000,.2163586779972407,1.315386639897222,1.030791325433827,2.220987361320654,70.56234028583687,299.5636223006555,305.2417489918007,1.599981954360617,.6533169623847206,2459684.315749721731,20220414.8157497,551.0342157441272,1.50864946131178,.0463262,18.028767254,3.86344,4.937,9.8271E-9,6.3214E-9,1.4973E-8,1.2315E-6,2.8458E-5,3.2753E-5,9.3887E-6,7.6891E-9,4.7095E-9,1.4779E-5,3.9722E-6,AMO,"Otto Matic",2300,2011-08-01,2017-11-17,205,,,0,.51283,,,-2.121091278772309E-13,,
2506590,"506590 (2005 XB1)",506590,,,Y,N,22.0,,,,,,,0.099,,0.287,,,,,,,,,0.012,"JPL 29",2459600.5,59600,20220121.0000000,J2000,.4187084407625007,1.131335636379617,.6576358560920563,8.709337868127921,73.32843037885432,232.9346653389319,224.9591397735862,1.605035416667179,.8190621798474278,2459765.372537823159,20220704.8725378,439.5270699314423,1.20335953437767,.0706289,27.486649013,3.65771,5.436,6.7773E-8,7.3763E-9,7.772E-8,1.2786E-5,3.0043E-5,3.2202E-5,1.1314E-5,1.0465E-8,8.0104E-9,1.5158E-5,4.2985E-6,APO,"Otto Matic",5956,2005-12-04,2022-03-26,124,,,0,.55861,,,1.117554911383661E-13,,
2523590,"523590 (2001 QC96)",523590,,,Y,N,21.00,,,,,,,,,,,,,,,,,,,"JPL 46",2459600.5,59600,20220121.0000000,J2000,.3796044125204191,1.335660906538124,.8286381327852294,20.58712479283345,142.9551243980719,277.435969790058,27.99252882521116,1.84268368029102,.6384983094319591,2459556.658805103001,20211208.1588051,563.8229493830211,1.54366310577145,.0721139,28.064566463,3.62549,4.773,4.7141E-8,1.1637E-8,5.6876E-8,1.7886E-5,6.4578E-6,1.6889E-5,1.5575E-5,1.6055E-8,8.3445E-9,2.4034E-5,7.3686E-6,APO,"Otto Matic",7546,2001-07-27,2022-03-25,228,,,0,.50565,,,-8.454096357431762E-14,,
2523801,"523801 (1993 TQ2)",523801,,,Y,N,20.00,,,,,,,,,,,,,,,Sa,,,,"JPL 105",2459600.5,59600,20220121.0000000,J2000,.4188978269636394,1.985616249077126,1.153845917155025,6.038623448437876,13.21187340654908,77.85760786112968,11.7338999674899,2.817386580999227,.352258187889827,2459567.189489780831,20211218.6894898,1021.977664043949,2.79802235193415,.202175,78.68044475,2.44461,3.736,3.0263E-8,3.4693E-9,5.9796E-8,2.9132E-6,3.3282E-5,4.0021E-5,6.7338E-6,4.9226E-9,9.2321E-10,1.9113E-5,2.6784E-6,AMO,"Otto Matic",10399,1993-10-11,2022-04-01,486,,,0,.43063,,,4.024802901009556E-14,,
2523828,"523828 (1992 BC)",523828,,,Y,N,19.97,,,,,,,,,,,,,,,,,,,52,2459600.5,59600,20220121.0000000,J2000,.3524367437989432,1.421479544625326,.9204979225407715,14.34538823773277,123.3383152309379,77.2194542619327,211.1657508067366,1.922461166709881,.5815581578008155,2459856.423242064192,20221003.9232421,619.0266530889254,1.69480260941526,.103589,40.31373113,3.10456,4.608,2.7671E-8,1.1053E-8,4.1419E-8,7.0117E-6,1.1795E-5,1.6799E-5,1.9534E-5,1.4949E-8,6.7832E-9,3.6101E-5,7.2202E-6,APO,"Otto Matic",10842,1992-01-24,2021-09-30,174,,,0,.3719,,,-7.353945831259887E-14,,
2524522,"524522 (2002 VE68)",524522,,,Y,Y,20.5,,,,,,,,,,13.5,,,,,,,,,83,2459600.5,59600,20220121.0000000,J2000,.4100518245535358,.7236572429831171,.4269202701465085,9.035214916307618,231.4816345135646,355.4126202475796,246.8618656696593,1.020394215819726,1.601049296156502,2459671.164991141710,20220401.6649911,224.8525394341201,0.615612702078358,.026461,10.29782737,3.95942,7.862,1.3888E-8,6.4572E-10,1.0116E-8,4.2681E-6,5.2875E-6,9.436E-6,1.8489E-5,9.105E-10,2.1429E-9,1.1564E-5,3.0096E-7,ATE,"Otto Matic",5866,2002-11-11,2018-12-03,597,4,6,0,.28336,,,-5.819662007095175E-14,,
2525268,"525268 (2004 XL14)",525268,,,Y,Y,21.3,,,,,,,,,,,,,,,,,,,58,2459600.5,59600,20220121.0000000,J2000,.4103416593890899,.7595827373061019,.4478942964366089,21.46212219672192,85.61154162384456,157.5771602100651,153.7432817037666,1.071271178175595,1.48881743032477,2459497.234630739627,20211009.7346307,241.8026499874264,0.662019575598703,.0275085,10.705482945,3.96234,7.499,3.4581E-7,1.0457E-8,2.5763E-7,2.1154E-5,3.6886E-6,3.9294E-5,6.3368E-5,1.4748E-8,3.0745E-8,4.3008E-5,4.9934E-6,ATE,"Otto Matic",5109,2004-12-10,2018-12-06,276,2,2,0,.42309,,,-4.611454722761357E-14,,
2525484,"525484 (2005 GL)",525484,,,Y,Y,21.28,,,,,,,,,,,,,,,,,,,"JPL 31",2459600.5,59600,20220121.0000000,J2000,.3063004721162895,1.056285823177677,.7327449768486115,15.89627766828088,43.61254388333574,265.3529989473646,90.76554056862425,1.379826669506744,.9078872088604389,2459500.525532155529,20211013.0255322,396.5250269930165,1.08562635727041,.0058555,2.278784935,3.89418,5.751,5.4273E-8,1.2198E-8,6.2529E-8,8.1635E-6,1.8359E-5,1.218E-5,2.2803E-5,1.5935E-8,1.5727E-8,2.4118E-5,6.8688E-6,APO,"Otto Matic",5727,2005-04-01,2020-12-05,145,,,0,.44291,,,-1.184997841590363E-13,,
2526798,"526798 (2007 AA9)",526798,,,Y,N,22.4,,,,,,,,,,,,,,,,,,,28,2459600.5,59600,20220121.0000000,J2000,.420437786274388,.8581668898234646,.4973611024121105,6.797420768988752,270.85568338,55.90349095099366,69.66749304953701,1.218972677234819,1.239785184864692,2459544.306803065532,20211125.8068031,290.3728842664706,0.794997629750775,.0154199,6.000962483,4.11406,6.795,2.2383E-6,2.4961E-8,1.9233E-6,6.4956E-5,.00026355,.00017843,.00022066,3.5456E-8,5.4092E-8,.00017668,1.2669E-5,ATE,"Otto Matic",4444,2007-01-13,2019-03-15,68,,,1,.47249,,,-1.173690416210692E-13,,
2526826,"526826 (2007 CA27)",526826,,,Y,N,21.3,,,,,,,,,,,,,,,,,,,34,2459600.5,59600,20220121.0000000,J2000,.3436922334361143,.8656781018571159,.5681512615931077,29.9712863231768,122.9703054877462,200.073342246547,15.93270725559754,1.163204942121124,1.223684407681456,2459587.479725200728,20220107.9797252,294.1935009878083,0.80545790824862,.132253,51.46890001,4.1328,6.674,4.0336E-7,1.4567E-8,3.5193E-7,4.2756E-5,8.5705E-6,3.3756E-5,8.6442E-5,1.9574E-8,3.0888E-8,7.0584E-5,7.4259E-6,ATE,"Otto Matic",4375,2007-02-13,2019-02-05,108,,,0,.40975,,,-1.252854555976996E-13,,
2595116,"595116 (2001 QE96)",595116,,,Y,N,22.90,,,,,,,,,,,,,,,,,,,"JPL 21",2459600.5,59600,20220121.0000000,J2000,.02803887987610087,1.310787596440835,1.274034580481147,7.266788122908513,150.2463423216814,279.1118564691231,120.5574333664183,1.347540612400523,.6567583289629024,2459416.935623196751,20210721.4356232,548.1468359426544,1.50074424624957,.301916,117.49664972,3.6618,4.965,1.7327E-6,6.4052E-9,2.2721E-6,2.6291E-5,1.9373E-5,.0011783,.0012757,6.5848E-9,4.8139E-9,.0019423,4.0178E-6,AMO,"Otto Matic",6581,2001-08-21,2019-08-28,62,,,0,.55317,,,-1.390740652789159E-13,,
2612094,"612094 (1999 NW2)",612094,,,Y,N,23.27,,,,,,,,,,4.2,,,,,,,,,"JPL 41",2459600.5,59600,20220121.0000000,J2000,.108754565613715,1.116189018900795,.9947983670074407,8.679322823001554,289.5220784358299,52.98972123647812,349.9271800825761,1.23757967079415,.8357905482331929,2459612.551847126911,20220202.0518471,430.7299248131206,1.17927426369095,.0177396,6.903720132,3.94793,5.572,1.0164E-7,7.0721E-9,1.1535E-7,7.004E-6,1.3325E-5,8.2625E-5,8.9486E-5,7.8412E-9,7.9432E-9,.00010707,4.0936E-6,APO,"Otto Matic",7206,1999-07-13,2019-04-05,171,0,2,0,.32182,,,-7.582735803010429E-14,,
2612103,"612103 (1999 SK10)",612103,,,Y,N,19.84,,,,,,,,,,,,,,,Sq,,,,"JPL 122",2459600.5,59600,20220121.0000000,J2000,.4419343903918476,1.764024730756086,.984441536733252,6.961299135881865,197.6670412628538,269.4320206004589,149.2425084407596,2.543607924778919,.4206753548585159,2459245.731158143424,20210131.2311581,855.7667946130987,2.34296179223299,.112934,43.95052478,2.65326,3.987,1.9572E-8,6.7839E-9,3.5317E-8,4.4272E-6,1.8182E-5,2.0615E-5,7.7057E-6,9.7819E-9,2.4267E-9,1.6624E-5,4.9365E-6,APO,"Otto Matic",7860,1999-09-30,2021-04-07,499,,,0,.45836,,,-4.712088179204719E-14,,
2612197,"612197 (2000 WP19)",612197,,,Y,N,22.93,,,,,,,,,,,,,,,,,,,"JPL 25",2459600.5,59600,20220121.0000000,J2000,.2882870521870097,.8545722614276992,.6082101432999211,7.679265527570703,55.67363786947081,222.1665135502084,40.46804306006409,1.100934379555477,1.247615857154087,2459568.063699332601,20211219.5636993,288.5503562139626,0.790007819887646,.00382917,1.4901980889,3.99424,6.858,2.0838E-7,9.5981E-9,1.8187E-7,1.42E-5,2.838E-5,3.2511E-5,6.539E-5,1.2365E-8,2.1019E-8,5.2319E-5,4.8613E-6,ATE,"Otto Matic",6974,2000-11-21,2019-12-26,76,,,0,.45886,,,1.881407906592096E-13,,
2612227,"612227 (2001 QC34)",612227,,,Y,Y,20.2,,,,,,,,,,,,,,,,,,,"JPL 155",2459600.5,59600,20220121.0000000,J2000,.1876247827867182,1.128645714398408,.9168838073912463,6.235612953557688,271.4685435270225,215.4741215668386,230.5369403804629,1.34040762140557,.821992052639381,2459757.999162192428,20220627.4991622,437.9604387220722,1.19907033188795,.028399,11.05203883,3.7039,5.520,2.5155E-8,3.9729E-9,2.8048E-8,2.7426E-6,2.5002E-5,3.3531E-5,1.9565E-5,4.7184E-9,4.3402E-9,2.4186E-5,2.3125E-6,APO,"Otto Matic",6906,2001-08-17,2020-07-14,610,,,0,.41198,,,-4.13180430127556E-14,,
2612358,"612358 (2002 JE9)",612358,,,Y,Y,21.38,,,,,,,,,,,,,,,,,,,"JPL 52",2459600.5,59600,20220121.0000000,J2000,.4164882148581108,1.066157452287099,.6221154382263738,8.773191520405968,199.8375233076442,255.9240653582914,26.12536002918133,1.510199466347825,.8953071514572912,2459571.319667879725,20211222.8196679,402.0966429387145,1.10088061037293,.00690598,2.6876002366,3.69956,5.694,7.5415E-8,3.2374E-7,2.1179E-7,6.025E-6,4.0653E-5,3.525E-5,2.2412E-5,4.5857E-7,4.0779E-7,1.3243E-5,.00018314,APO,"Otto Matic",7043,2001-05-30,2020-09-10,213,,,0,.47557,,,-1.075651896352881E-13,,
2612600,"612600 (2003 SM84)",612600,,,Y,N,23.02,,,,,,,,,,,,,,,,,,,"JPL 35",2459600.5,59600,20220121.0000000,J2000,.08194465774059127,1.125315657904326,1.033102051467228,2.795753804701894,186.65094758,87.33058906684661,203.3396208645189,1.217529264341424,.8256434334889545,2459790.243384106472,20220729.7433841,436.0235731285763,1.19376748289822,.0521537,20.296655429,3.79873,5.550,5.6615E-7,1.4585E-8,6.4915E-7,8.9047E-6,6.7304E-5,.00054135,.00061118,1.578E-8,1.6051E-8,.0007429,8.4766E-6,AMO,"Otto Matic",6663,2003-09-20,2021-12-17,112,,,1,.53127,,,-1.671395801254865E-13,,
2613286,"613286 (2005 YQ96)",613286,,,Y,Y,20.62,,,,,,,,,,,,,,,,,,,"JPL 41",2459600.5,59600,20220121.0000000,J2000,.3335054000023573,.7434201065042065,.495485486514726,22.22461881160872,282.6781272718603,340.1212636134966,217.0600779162853,.9913547264936871,1.537632747197308,2459693.461028791989,20220423.9610288,234.1261270977633,0.641002401362802,.0189404,7.371035468,4.09923,7.659,9.891E-8,5.8222E-9,7.07E-8,1.4012E-5,5.4911E-6,2.7319E-5,3.1263E-5,7.7639E-9,1.8063E-8,2.0222E-5,2.7504E-6,ATE,"Otto Matic",5851,2005-12-30,2022-01-06,95,5,4,0,.44929,,,-4.156776931993553E-14,,
2613398,"613398 (2006 FK)",613398,,,Y,N,21.26,,,,,,,,,,,,,,,,,,,"JPL 35",2459600.5,59600,20220121.0000000,J2000,.3432945614305273,.922536330885236,.605834625770261,14.61461885245423,15.14089848249934,3.208481774975808,105.8834434477904,1.239238036000211,1.112317721246887,2459505.308274267988,20211017.8082743,323.6485341584299,0.886101393999808,.193805,75.42309185,4.22545,6.406,1.0952E-7,6.4968E-9,1.0216E-7,1.2267E-5,1.3312E-5,2.6477E-5,4.3289E-5,8.7271E-9,1.175E-8,3.8952E-5,3.4188E-6,ATE,"Otto Matic",5860,2006-03-23,2022-04-08,109,,,0,.58507,,,6.555855118050601E-14,,
2613471,"613471 (2006 RJ1)",613471,,,Y,N,22.27,,,,,,,,,,,,,,,,,,,"JPL 54",2459600.5,59600,20220121.0000000,J2000,.300561960503288,.9507339006647011,.6649794555639802,1.414369467278919,93.42743978447687,110.3179991861494,331.2903981968978,1.236488345765422,1.06320155697126,2459627.502971934021,20220217.0029719,338.5999556147485,0.927036155002734,.00136037,0.5294151929,3.71764,6.288,6.4395E-8,1.5737E-8,6.5172E-8,2.8618E-6,.00010804,.00010536,3.2904E-5,2.0467E-8,2.6398E-8,3.0933E-5,8.407E-6,ATE,"Otto Matic",5213,2006-09-12,2020-12-20,240,,,0,.53428,,,-1.605346228623023E-13,,
2613569,"613569 (2006 TU7)",613569,,,Y,Y,21.87,,,,,,,,,,,,,,,,,,,"JPL 41",2459600.5,59600,20220121.0000000,J2000,.4704297472527527,.8512450737336964,.4507940688470027,2.950466868012022,91.37132529205955,69.20318483494962,67.87602322473094,1.25169607862039,1.254937671689146,2459546.412833158184,20211127.9128332,286.8668365939162,0.785398594370749,.0233753,9.096965501,3.72867,6.826,3.3246E-8,1.3262E-8,3.2267E-8,3.3333E-6,7.2134E-5,6.8718E-5,3.1945E-5,1.9501E-8,2.9327E-8,2.4238E-5,6.7039E-6,ATE,"Otto Matic",6551,2002-09-09,2020-08-16,130,,,0,.43137,,,1.207647198305002E-13,,
2613714,"613714 (2007 DL41)",613714,,,Y,Y,20.82,,,,,,,,,,,,,,,,,,,"JPL 46",2459600.5,59600,20220121.0000000,J2000,.4764568096945265,1.457269367271048,.7629434536755234,4.672006176531813,150.7337673151147,140.2334838708825,85.76565664185306,2.151595280866573,.5602660673583325,2459447.419773231600,20210820.9197732,642.551853438864,1.75921109771078,.0459429,17.879598393,3.05911,4.498,6.9154E-8,6.9632E-9,1.0208E-7,6.4808E-6,.00010842,.00010725,6.2881E-6,1.0281E-8,4.0156E-9,1.099E-5,4.6054E-6,APO,"Otto Matic",5390,2007-02-23,2021-11-26,141,,,0,.54378,,,-1.359503390329243E-13,,
2613862,"613862 (2007 UY1)",613862,,,Y,N,23.10,,,,,,,,,,,,,,,,,,,"JPL 75",2459600.5,59600,20220121.0000000,J2000,.1757565052682247,.9507042810233561,.7836118190471508,1.01735268683915,337.5931203434598,273.5034710372009,250.3920139143066,1.117796742999561,1.063251244179006,2459703.587569081876,20220504.0875691,338.5841323684276,0.926992833315339,.00557252,2.1686576084,3.88858,6.315,1.8364E-8,8.0971E-9,1.8028E-8,1.0807E-6,6.0945E-5,5.3401E-5,1.5302E-5,9.5202E-9,1.3583E-8,1.3355E-5,4.3255E-6,ATE,"Otto Matic",5222,2007-10-18,2022-02-03,310,,,0,.5602,,,-1.769354412942093E-13,,
2613995,"613995 (2008 NP3)",613995,,,Y,N,22.83,,,,,,,0.193,,0.023,,,,,,,,,0.003,"JPL 22",2459600.5,59600,20220121.0000000,J2000,.333958437856716,1.005006376109248,.6693760167077644,1.429513101689178,78.34464077899482,328.2271686259741,74.58548725852089,1.340636735510732,.9782522338205841,2459524.256384417109,20211105.7563844,368.0032486039031,1.00753798385737,.0153123,5.959087791,4.03687,6.006,3.6696E-7,2.0346E-8,3.5611E-7,4.9881E-6,7.9304E-5,7.8141E-5,5.9558E-5,2.7141E-8,2.9707E-8,5.8661E-5,1.1175E-5,APO,"Otto Matic",4680,2008-07-14,2021-05-07,110,,,0,.51714,,,-1.978921322425614E-13,,
2614134,"614134 (2008 TC4)",614134,,,Y,Y,21.65,,,,,,,,,,,,,,,,,,,"JPL 41",2459600.5,59600,20220121.0000000,J2000,.5545366528132472,.7803323627289487,.3476094662193848,10.64461188798,212.5563451891704,324.3243058637234,331.0718367631505,1.213055259238512,1.429830792573924,2459620.731878755929,20220210.2318788,251.7780438564639,0.689330715555,.00312811,1.2173665687,3.75791,7.302,9.7287E-8,8.9933E-9,7.3834E-8,7.5401E-6,2.1236E-5,1.8505E-5,3.001E-5,1.398E-8,2.4718E-8,2.1173E-5,4.3526E-6,ATE,"Otto Matic",4726,2008-10-06,2021-09-14,180,,,0,.4874,,,6.499554541371781E-14,,
3005969,"       (1994 WR12)","1994 WR12",,,Y,N,22.41,,,,,,,,,,,,,,,,,,,"JPL 42",2459600.5,59600,20220121.0000000,J2000,.3973461488710204,.7569620844171147,.4561861153325939,6.851556252662607,62.60800904512571,206.0299717027094,217.0602574452901,1.057738053501635,1.496555695155081,2459696.012477763080,20220426.5124778,240.5523570993426,0.658596460230917,.00178562,0.6949097354,4.02199,7.569,1.9125E-7,1.5043E-8,1.4605E-7,1.5384E-5,1.695E-5,2.4304E-5,6.6356E-5,2.102E-8,4.4611E-8,4.5202E-5,7.1707E-6,ATE,"Otto Matic",9922,1994-11-26,2022-01-25,120,,,1,.44531,,,-1.933077917021828E-13,,
3005973,"       (1995 CR)","1995 CR",,,Y,Y,21.8,,,,,,,,,,2.66,,,,,,,,,37,2459600.5,59600,20220121.0000000,J2000,.8684145485284759,.9069360159098567,.1193395851092839,4.067455411491613,342.5627882506583,322.5942311724827,11.16636351872697,1.69453244671043,1.141140451698985,2459590.714733425581,20220111.2147334,315.4738748100767,0.863720396468383,.0128054,4.983477518,3.58472,6.150,6.3563E-8,1.0615E-8,5.7156E-8,1.3744E-5,4.9998E-5,5.0818E-5,4.1524E-5,1.9834E-8,2.0035E-8,3.6218E-5,5.5388E-6,ATE,"Otto Matic",9156,1995-02-03,2020-02-28,243,,,0,.58636,,,-4.798069201813144E-14,,
3008362,"       (1996 AE2)","1996 AE2",,,Y,N,20.3,,,,,,,,,,,,,,,,,,,56,2459600.5,59600,20220121.0000000,J2000,.2565675845051024,1.367444117857793,1.016602283593308,37.36483962043823,118.9467058109082,305.9163059207863,127.2747060802253,1.718285952122277,.6163674456380045,2459394.008390196561,20210628.5083902,584.0671867855748,1.59908880707892,.120993,47.08684581,3.59637,4.593,6.9117E-8,3.7739E-9,9.4517E-8,4.2666E-5,7.4038E-6,4.1583E-5,2.9943E-5,4.7422E-9,2.5516E-9,4.8239E-5,2.4179E-6,APO,"Otto Matic",8785,1996-01-15,2020-02-03,303,,,0,.45058,,,5.559960813901736E-14,,
3092168,"       (1997 YM9)","1997 YM9",,,Y,N,24.36,,,,,,,,,,,,,,,,,,,18,2459600.5,59600,20220121.0000000,J2000,.1040409504656228,1.095891038928713,.9818734936318112,7.842512230654066,94.70819396715653,51.70373926445474,320.1362391984821,1.209908584225615,.8591183797184239,2459646.900777521002,20220308.4007775,419.0342198452209,1.14725316863852,.0309049,12.027259933,3.77906,5.652,5.4149E-8,7.4687E-9,5.6673E-8,5.1918E-6,2.0882E-5,.00010235,.00010607,8.2457E-9,8.7826E-9,.00012392,4.2837E-6,APO,"Otto Matic",8656,1997-12-28,2021-09-09,71,,,0,.36179,,,1.03945654073795E-13,,
3012392,"       (1998 KY26)","1998 KY26",,,Y,N,25.60,,,,,,,0.03,,,0.1784,,,,,,,,,32,2459600.5,59600,20220121.0000000,J2000,.2018594600208765,1.232835404932182,.9839759157979531,1.481011105467016,84.36578766295973,209.3818905226696,71.50550922749218,1.481694894066411,.7200230949343089,2459501.189978237412,20211013.6899782,499.9839623656023,1.36888148491609,.00226364,0.8809407788,3.66217,5.174,7.8234E-8,2.7246E-8,1.1194E-7,4.1851E-6,2.5221E-5,5.2974E-5,6.0257E-5,3.2746E-8,2.3869E-8,8.517E-5,1.6575E-5,APO,"Davide Farnocchia",8234,1998-05-31,2020-12-15,75,2,2,0,.52729,,,-2.460264437832022E-13,,
3014184,"       (1998 SD9)","1998 SD9",,,Y,N,24.09,,,,,,,,,,,,,,,,,,,28,2459600.5,59600,20220121.0000000,J2000,.5044620794968067,.7024642525839021,.3480976749532568,2.987213244142719,165.7549679349284,7.686583817778624,49.49830718934911,1.056830830214547,1.674047324561962,2459570.931954662751,20211222.4319547,215.0476839680737,0.588768470822926,.00895164,3.4837097388,3.90506,8.041,8.2751E-8,2.7971E-9,5.7915E-8,7.4075E-6,2.163E-5,2.5937E-5,2.9063E-5,4.2082E-9,9.9989E-9,1.7289E-5,1.2845E-6,ATE,"Otto Matic",7302,1998-09-18,2018-09-15,150,1,0,0,.42888,,,-2.872483102911659E-13,,
