"spkid","full_name","pdes","name","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT"
3390647,"       (2007 US12)","2007 US12",,,Y,N,22.13,,,,,,,,,,,,,,,,,,,"JPL 35",2459600.5,59600,20220121.0000000,J2000,.5146130749375986,.9061335495283125,.4398253773014268,8.803723553156686,211.0901251732074,44.65814285260862,266.8502530527176,1.372441721755198,1.142656667868569,2459682.020328517434,20220412.5203285,315.0552656131772,0.86257430694915,.0138817,5.402341189,3.68726,6.450,2.7841E-7,1.6253E-8,2.4843E-7,1.4336E-5,3.6613E-5,3.5339E-5,6.7739E-5,2.4617E-8,3.0743E-8,6.0918E-5,8.4764E-6,ATE,"Otto Matic",5148,2007-10-30,2021-12-03,98,,,0,.64579,,,-1.151553023705934E-13,,
3402642,"       (2008 CE119)","2008 CE119",,,Y,N,25.7,,,,,,,,,,,,,,,,,,,19,2459600.5,59600,20220121.0000000,J2000,.1762373351480203,1.208304323647279,.9953559895998516,7.725897797388237,147.2450064607891,50.27589135833525,132.4428112007412,1.421252657694706,.7420609527747534,2459422.020306781398,20210726.5203068,485.1353499383966,1.32822819969445,.0472745,18.397817165,3.53667,5.246,1.8711E-7,2.0756E-8,2.2451E-7,2.64E-5,1.9219E-5,.00017032,.00013046,2.4415E-8,1.9121E-8,.00017345,1.2501E-5,APO,"Otto Matic",2916,2008-02-13,2016-02-07,64,,,0,.5482,,,-2.015453752121774E-13,,
3403149,"       (2008 DB)","2008 DB",,,Y,N,25.8,,,,,,,,,,,,,,,,,,,24,2459600.5,59600,20220121.0000000,J2000,.2328868268842076,1.053538340260804,.8081831391966107,4.223639086474757,141.4405582468567,274.6182007156086,15.36221728346921,1.298893541324997,.911440990523398,2459583.645132330896,20220104.1451323,394.9789440491027,1.08139341286544,.00122908,0.4783210636,3.99237,5.812,1.0671E-7,4.8676E-8,8.9735E-8,7.2048E-6,1.4627E-5,1.5482E-5,3.0583E-5,6.0012E-8,6.3166E-8,3.2662E-5,2.7373E-5,APO,"Otto Matic",4769,2008-02-18,2021-03-10,74,,,1,.48399,,,-1.040763710396017E-12,,
3440396,"       (2008 WT62)","2008 WT62",,,Y,N,23.1,,,,,,,,,,,,,,,,,,,17,2459600.5,59600,20220121.0000000,J2000,.3537943751070612,.8843026532147119,.5714413486150967,18.19811942278485,57.98979747044125,148.3167746695009,174.4488702340536,1.197163957814327,1.185230126111557,2459453.314346859055,20210826.8143469,303.7384825688408,0.831590643583411,.0850432,33.096262144,3.77675,6.617,2.0706E-6,2.5523E-8,1.8385E-6,.00015866,1.8171E-5,.00014138,.00045434,3.4552E-8,5.1312E-8,.00037992,1.315E-5,ATE,"Otto Matic",3645,2008-11-24,2018-11-17,43,,,1,.50211,,,-3.064342577191643E-13,,
3444297,"       (2009 BD)","2009 BD",,,Y,N,28.1,,,,,,,,,,,,,,,,,,,45,2459600.5,59600,20220121.0000000,J2000,.05157795683552868,1.061670726871198,1.006911919947091,1.267101541736703,253.2620794164376,316.7904111756802,298.4826436802746,1.116429533795305,.9009886282872734,2459668.777616818168,20220330.2776168,399.5610917801914,1.09393864963776,.00501389,1.9512555713,3.83845,5.803,4.0905E-8,6.9789E-8,2.972E-8,1.3665E-6,5.3749E-6,7.0789E-5,.00048708,7.3388E-8,8.884E-8,.00054684,3.9398E-5,APO,"Otto Matic",885,2009-01-16,2011-06-20,180,,,1,.28349,,5.600853384495416E-11,-1.146895624516254E-12,,
3449135,"       (2009 EM1)","2009 EM1",,,Y,N,22.9,,,,,,,,,,,,,,,,,,,28,2459600.5,59600,20220121.0000000,J2000,.5589149875978155,2.519972650431696,1.11152216776883,18.11885370450232,347.7192752988787,185.878693743189,77.85437239950996,3.928423133094562,.2463827696140765,2459284.510482869976,20210311.0104829,1461.141136467817,4.00038641058951,.119917,46.66809889,1.05982,3.162,5.7903E-8,1.633E-8,1.499E-7,2.4492E-5,9.74E-6,7.5751E-5,1.958E-5,2.5457E-8,2.3949E-9,7.7753E-5,1.4203E-5,AMO,"Otto Matic",4387,2009-03-03,2021-03-07,104,,,0,.43599,,,-3.165722165114441E-13,,
3465236,"       (2009 OS5)","2009 OS5",,,Y,N,24.4,,,,,,,,,,,,,,,,,,,33,2459600.5,59600,20220121.0000000,J2000,.09932615527218723,1.148058733499075,1.034026473473955,1.710602073094008,144.3573242895756,122.7988767643029,104.0644753066234,1.262090993524195,.8012313133828358,2459470.619310655423,20210913.1193107,449.3084506146711,1.23013949518048,.0299406,11.651983302,3.75446,5.467,1.8833E-8,9.4707E-9,2.1484E-8,1.7581E-6,4.0707E-5,4.9033E-5,1.4512E-5,1.0411E-8,9.9145E-9,1.8831E-5,5.5598E-6,AMO,"Otto Matic",4071,2009-07-21,2020-09-12,113,,,0,.44847,,,-3.26031189684761E-13,,
3479013,"       (2009 WB105)","2009 WB105",,,Y,N,23.48,,,,,,,,,,,,,,,,,,,"JPL 31",2459600.5,59600,20220121.0000000,J2000,.2525194785231611,.8254939899223752,.6170406780631734,38.4024355293642,242.597019495455,347.4784935781794,274.8816242684091,1.033947301781577,1.314114478846652,2459665.272420593293,20220326.7724206,273.9487356656768,0.750030761576117,.0387849,15.093919533,3.97852,6.907,2.5819E-7,1.9947E-9,2.1283E-7,.00015598,3.0796E-6,.00011015,.0001818,2.4984E-9,4.763E-9,.00013833,9.9293E-7,ATE,"Otto Matic",4392,2009-11-25,2021-12-04,158,,,0,.41748,,,1.401900097681237E-13,,
3512704,"       (2010 FX9)","2010 FX9",,,Y,N,24.06,,,,,,,0.030,,0.425,,,,,,,,,0.002,"JPL 26",2459600.5,59600,20220121.0000000,J2000,.366850667490733,1.131204779654823,.7162215511697434,3.781702709654633,10.11096432513745,75.06069535164806,358.5462175513437,1.546188008139902,.8192043064929402,2459602.274627449018,20220122.7746274,439.4508148293071,1.20315075928626,.0138807,5.401952019,3.68173,5.465,1.1282E-6,1.1126E-8,1.2812E-6,2.5454E-5,4.6563E-5,.00013748,1.6911E-5,1.5208E-8,1.2086E-8,2.0629E-5,6.4833E-6,APO,"Otto Matic",4390,2010-03-21,2022-03-28,100,,,0,.36395,,,-2.558980524852788E-13,,
3515692,"       (2010 GD35)","2010 GD35",,,Y,N,24.62,,,,,,,,,,,,,,,,,,,"JPL 21",2459600.5,59600,20220121.0000000,J2000,.4816209757435898,.7639605709606976,.3960211353449764,7.789721087361867,25.07500904245704,13.82256660716276,7.696641394367267,1.131900006576419,1.476038403049301,2459595.285608979775,20220115.7856090,243.8960932563051,0.667751110900219,.038617,15.02857789,4.28989,7.476,1.2458E-6,6.4075E-9,9.511E-7,4.6609E-5,2.7893E-5,4.85E-5,.00024228,9.4935E-9,1.857E-8,.00016413,3.0684E-6,ATE,"Otto Matic",4380,2010-04-12,2022-04-09,68,,,1,.50478,,,1.839450188260417E-13,,
3551475,"       (2010 VK139)","2010 VK139",,,Y,N,23.71,,,,,,,0.055,,0.196,0.0299522,,,,,,,,0.010,"JPL 20",2459600.5,59600,20220121.0000000,J2000,.282180366910547,.7798730906021543,.5598082157523762,26.95797749798139,233.3495938735748,8.311669019684738,259.0845923026682,.9999379654519324,1.431094032917327,2459671.016266140536,20220401.5162661,251.5557969773164,0.688722236761989,.00731441,2.8465489397,4.00126,7.334,1.632E-7,1.2369E-8,1.2492E-7,7.4407E-5,2.5235E-6,.00011351,.00019574,1.5859E-8,3.4046E-8,.00013734,5.9846E-6,ATE,Giorgini,4022,2010-11-14,2021-11-18,91,1,0,1,.29305,,,-9.782431016708893E-14,,
3557536,"       (2011 CL50)","2011 CL50",,,Y,N,27.3,,,,,,,,,,,,,,,,,,,25,2459600.5,59600,20220121.0000000,J2000,.1463553092224673,.8830698750898998,.7538279104560719,.1909377299035097,354.6540839459637,308.754985327305,247.2819217816772,1.012311839723728,1.187712889310284,2459695.403473080754,20220425.9034731,303.1035557836335,0.82985230878476,.00119713,0.4658870821,4.08845,6.707,4.534E-8,1.8475E-8,4.4026E-8,1.1056E-6,.00089049,.0008884,3.5098E-5,2.1179E-8,3.7273E-8,3.0332E-5,9.5121E-6,ATE,"Otto Matic",3628,2011-02-12,2021-01-18,131,,,1,.44163,,,4.363195656880273E-12,,
3559843,"       (2011 EP51)","2011 EP51",,,Y,N,25.2,,,,,,,,,,,,,,,,,,,31,2459600.5,59600,20220121.0000000,J2000,.3077319723985927,.8287208021974088,.5736969151694562,3.427015301400324,159.5172493915641,170.1557423786045,3.690259450111253,1.083744689225361,1.306446751132555,2459597.675346452573,20220118.1753465,275.5565809995064,0.754432802188929,.0260979,10.156519743,4.21656,7.037,1.3251E-7,8.9224E-9,1.09E-7,5.4084E-6,2.6718E-5,4.9368E-5,5.9933E-5,1.1668E-8,2.1099E-8,4.5876E-5,4.4502E-6,ATE,"Otto Matic",3240,2011-03-12,2020-01-24,318,,,0,.39348,,,-3.263990582903344E-13,,
3568303,"       (2011 MD)","2011 MD",,,Y,N,28.0,,,,,,,,,,0.1937,,,,,,,,,45,2459600.5,59600,20220121.0000000,J2000,.03703541718418302,1.056337417709685,1.017215520757545,2.445315710166458,271.5874941249647,5.947267154481199,263.169231962853,1.095459314661826,.9078206939719768,2459707.162878121322,20220507.6628781,396.5540798865207,1.08570589975776,.00225354,0.8770101618,3.89162,5.826,1.9825E-7,1.5287E-6,1.6753E-6,4.7942E-6,1.8255E-5,.00013684,.0030355,1.5853E-6,1.9707E-6,.0035737,.00086083,AMO,"Otto Matic",967,2011-06-21,2014-02-12,528,,,2,.33318,,7.439034215047371E-11,-8.855640706196125E-13,,
3574830,"       (2011 PU1)","2011 PU1",,,Y,N,25.6,,,,,,,,,,,,,,,,,,,35,2459600.5,59600,20220121.0000000,J2000,.2460102225359049,1.304473907527699,.9835599912445288,4.364043992084344,301.8278550151137,326.7521025103272,29.51894148335045,1.62538782381087,.6615321857926587,2459555.877920957874,20211207.3779210,544.1912090318662,1.48991432999826,.00115405,0.4491216385,3.45837,4.957,1.2075E-8,1.415E-8,2.4835E-8,2.3865E-6,7.9514E-6,1.0359E-5,1.9438E-5,1.7631E-8,1.0764E-8,2.8675E-5,8.8547E-6,APO,"Otto Matic",2090,2011-08-06,2017-04-26,110,,,0,.3882,,,-3.030409561784477E-13,,
3588786,"       (2011 WN15)","2011 WN15",,,Y,Y,19.6,,,,,,,,,,2.9656,,,,,,,,,59,2459600.5,59600,20220121.0000000,J2000,.8579299488851244,1.21679456877419,.1728700665820521,33.43591641992237,75.56049739596632,218.5656614837474,235.1319234221551,2.260719070966327,.7343078653517069,2459770.548670959064,20220710.0486710,490.2575840278832,1.34225211232822,.00297565,1.1580337105,3.15694,4.691,1.2143E-7,4.9332E-9,1.4785E-7,3.3172E-5,5.6408E-6,1.4971E-5,5.9179E-6,9.1655E-9,4.4656E-9,8.4481E-6,2.9814E-6,APO,"Otto Matic",2981,2011-11-22,2020-01-20,283,6,2,0,.29672,,,2.002974961074412E-14,,
3596264,"       (2012 BA35)","2012 BA35",,,Y,N,23.75,,,,,,,,,,,,,,,,,,,"JPL 37",2459600.5,59600,20220121.0000000,J2000,.1159327022187711,1.070655597897644,.9465316012877162,5.80636168689329,145.0805577958971,234.3474136808311,94.96189779531221,1.194779594507572,.8896709005246525,2459493.761769335929,20211006.2617693,404.6440091360777,1.1078549189215,.0167753,6.528443501,4.00524,5.756,1.536E-8,9.8195E-9,1.4794E-8,3.9794E-6,1.7041E-5,1.91E-5,8.1191E-6,1.0958E-8,1.2239E-8,8.7326E-6,5.5668E-6,APO,"Otto Matic",3932,2011-05-27,2022-03-02,129,,,0,.4197,,,-1.457165921274796E-13,,
3597095,"       (2012 BB124)","2012 BB124",,,Y,Y,21.11,,,,,,,,,,,,,,,,,,,"JPL 47",2459600.5,59600,20220121.0000000,J2000,.2110684836039834,1.154919051837947,.9111520388811613,15.78755459989264,137.6542210914535,122.7716668973687,266.8691782455031,1.398686064794733,.794102851377728,2459717.778034694019,20220518.2780347,453.3417798153203,1.24118214870724,.0186047,7.240391099,3.70261,5.392,6.5426E-8,3.2739E-9,7.6007E-8,8.9364E-6,9.2955E-6,1.7584E-5,1.1041E-5,3.9649E-9,3.3766E-9,1.3903E-5,1.9276E-6,APO,"Otto Matic",16622,1976-08-27,2022-03-01,209,,,0,.42328,,,6.841955605790039E-14,,
3603128,"       (2012 HL31)","2012 HL31",,,Y,N,22.39,,,,,,,,,,,,,,,,,,,"JPL 22",2459600.5,59600,20220121.0000000,J2000,.3740552646023174,.8876503515636801,.5556200644351876,19.80613992278089,37.5001894215974,17.51623987580949,16.61360643999591,1.219680638692173,1.178531458907457,2459586.403128580549,20220106.9031286,305.464904885724,0.836317330282612,.145707,56.70479319,4.16124,6.583,7.968E-7,8.1093E-9,7.0312E-7,5.8396E-5,1.318E-5,1.5642E-5,8.9307E-5,1.1143E-8,1.615E-8,7.5637E-5,4.186E-6,ATE,"Otto Matic",3652,2012-04-28,2022-04-28,86,,,0,.50363,,,-1.253420568491623E-13,,
3605334,"       (2012 LA)","2012 LA",,,Y,N,27.6,,,,,,,,,,,,,,,,,,,28,2459600.5,59600,20220121.0000000,J2000,.02154192323439682,1.040317246878423,1.017906812606749,3.158780670036921,234.0961719646537,79.56271226382634,329.9573073499599,1.062727681150097,.9288709402178088,2459632.843236664283,20220222.3432367,387.5672974714705,1.06110143044893,.0223238,8.687753246,3.92398,5.894,1.4352E-7,3.1222E-6,3.0493E-6,9.1288E-6,2.0608E-5,.00013193,.0072737,3.1894E-6,4.1815E-6,.0079761,.0017447,AMO,"Otto Matic",179,2012-05-21,2012-11-16,103,,,2,.43301,,6.712727964738093E-11,1.899003387923702E-12,,
3609693,"       (2012 TC4)","2012 TC4",,,Y,N,26.7,,,,,,,,,,0.204155,,,,,,,,,62,2459600.5,59600,20220121.0000000,J2000,.4037237840632803,1.620440380517269,.9662300582458955,.534889752600745,19.72145896570327,26.51028794012507,15.57483997816087,2.274650702788643,.4778091787732929,2459567.903640051145,20211219.4036401,753.4388538207843,2.06280315898914,8.49251E-6,0.0033050301167,3.1334,4.232,3.4267E-8,1.1771E-7,1.6018E-8,2.061E-6,3.2438E-6,7.1206E-6,8.7984E-5,1.6523E-7,5.2063E-8,.00018195,8.2096E-5,APO,"Otto Matic",1897,2012-10-04,2017-12-14,805,7,2,0,.29759,,2.363273090491061E-11,-2.68996434132612E-13,,
3614397,"       (2012 UU136)","2012 UU136",,,Y,Y,21.2,,,,,,,,,,,,,,,,,,,19,2459600.5,59600,20220121.0000000,J2000,.2118348491473925,1.160122221816038,.9143679059650996,35.59047136122658,36.08874949574055,227.7412960854239,244.51525905806,1.405876537666976,.7887664966678469,2459746.911823308681,20220616.4118233,456.4088377496054,1.2495792956868,.0347024,13.505133008,3.66343,5.236,7.6791E-8,1.779E-8,9.6975E-8,1.8857E-5,1.0233E-5,5.938E-5,7.044E-5,2.1559E-8,1.8144E-8,9.0392E-5,1.0499E-5,APO,"Otto Matic",5466,2002-11-08,2017-10-26,70,,,0,.52212,,,1.59504782333899E-13,,
3615463,"       (2012 UK171)","2012 UK171",,,Y,N,24.44,,,,,,,,,,,,,,,,,,,49,2459600.5,59600,20220121.0000000,J2000,.2216786980151075,.8597512024281299,.6691626752569388,1.318816481468305,250.4283901251736,357.9181583128961,341.5955442013103,1.050339729599321,1.236359829734183,2459615.386002728386,20220204.8860027,291.1773670917469,0.797200183687192,.013944,5.42658648,3.95553,6.845,3.6516E-8,2.2766E-9,3.2544E-8,1.6709E-6,3.0809E-5,3.4033E-5,1.0255E-5,2.7813E-9,4.9109E-9,8.297E-6,1.1566E-6,ATE,"Otto Matic",3002,2012-10-25,2021-01-13,275,,,0,.41662,,,-4.799509387034876E-14,,
3625704,"       (2013 BA74)","2013 BA74",,,Y,N,25.4,,,,,,,,,,,,,,,,,,,22,2459600.5,59600,20220121.0000000,J2000,.4449061132034032,1.75447014368451,.9738956513264182,5.223729220259958,310.5828749832356,203.4195860964163,296.9727611165172,2.535044636042601,.4241164335814931,2459749.108339345031,20220618.6083393,848.8235104684449,2.32395211627226,.00835889,3.2530292213,2.47263,4.002,5.6933E-8,7.1027E-8,1.2292E-7,1.2316E-5,6.6385E-6,4.4703E-5,1.6877E-5,1.0263E-7,2.5755E-8,4.5901E-5,5.1545E-5,APO,"Otto Matic",2559,2013-01-31,2020-02-03,99,,,0,.45626,,,1.548711354317264E-12,,
3634186,"       (2013 GZ7)","2013 GZ7",,,Y,N,23.9,,,,,,,,,,,,,,,,,,,20,2459600.5,59600,20220121.0000000,J2000,.1916241852591663,1.405589866588919,1.136244853595277,5.282500205176516,21.80136908215709,165.4712585040276,104.7962338344416,1.67493487958256,.5914474281284738,2459423.313949557529,20210727.8139496,608.6762455610865,1.66646473801803,.138415,53.86696555,3.27755,4.718,1.3597E-7,7.7643E-9,1.9477E-7,1.0607E-5,2.7283E-5,.00021488,.0001536,9.2521E-9,4.9006E-9,.00025923,5.0434E-6,AMO,"Otto Matic",5503,2003-03-31,2018-04-24,64,,,0,.36411,,,-7.32726395362789E-14,,
3682466,"       (2014 QH33)","2014 QH33",,,Y,N,24.44,,,,,,,,,,,,,,,,,,,"JPL 22",2459600.5,59600,20220121.0000000,J2000,.1848723706872928,1.085303387234343,.8846607771213814,2.83212948909599,335.9767003915252,264.450543947675,269.181017615281,1.285945997347305,.8717206544428024,2459704.683584410731,20220505.1835844,412.9763338349593,1.13066758065697,.0099312,3.864925104,3.70927,5.691,1.5659E-7,1.6304E-8,1.8314E-7,5.771E-6,1.9854E-5,2.6963E-5,3.1512E-5,1.9318E-8,1.9643E-8,3.841E-5,9.3058E-6,APO,"Otto Matic",6207,2005-02-14,2022-02-12,124,,,0,.47322,,,-1.782894869733048E-13,,
3685269,"       (2014 QL390)","2014 QL390",,,Y,N,22.1,,,,,,,,,,,,,,,,,,,28,2459600.5,59600,20220121.0000000,J2000,.4025210448254694,2.08485403903637,1.24565641293485,3.58934027508165,288.3459476729181,34.53771822566663,170.768775876005,2.92405166513789,.3274089830434303,2459078.923669721509,20200817.4236697,1099.542219806005,3.01038253198085,.237157,92.29438969,2.42888,3.652,4.1624E-8,7.9806E-9,8.6117E-8,3.91E-6,4.0347E-5,8.632E-5,2.9169E-5,1.1193E-8,1.8799E-9,8.8467E-5,6.3134E-6,AMO,"Otto Matic",5484,2005-10-07,2020-10-12,109,,,0,.45099,,,-1.514514066093241E-13,,
3687148,"       (2014 RQ17)","2014 RQ17",,,Y,N,22.30,,,,,,,,,,0.5216,,,,,,,,,"JPL 51",2459600.5,59600,20220121.0000000,J2000,.4425283795925375,1.767022537038251,.9850649170192191,3.6649461656938,.8868715196471249,42.89807106472553,26.11325986827858,2.548980157057282,.4196052766600125,2459538.267084160295,20211119.7670842,857.9491727690831,2.34893681798517,.0255019,9.924574423,2.87916,3.988,2.0361E-8,5.9505E-9,3.628E-8,2.0248E-6,1.7606E-5,2.0542E-5,6.6537E-6,8.5838E-9,2.1195E-9,1.5583E-5,4.3338E-6,APO,"Otto Matic",24907,1953-10-08,2021-12-17,150,4,2,0,.38358,,,-4.242034698067707E-14,,
3712904,"       (2015 EG)","2015 EG",,,Y,N,25.6,,,,,,,,,,1.29,,,,,,,,,33,2459600.5,59600,20220121.0000000,J2000,.3562819099128097,.862655488019895,.5553069431513999,2.493324194279172,167.6405969712982,223.5362982448378,311.9000114556123,1.17000403288839,1.230121444588929,2459639.601821007975,20220301.1018210,292.6540315052401,0.801243070514004,.00299862,1.1669729454,4.26261,6.792,1.3317E-7,1.2376E-8,1.1577E-7,5.821E-6,7.6139E-6,8.5133E-6,3.6555E-5,1.6785E-8,2.6471E-8,3.0389E-5,6.2976E-6,ATE,"Otto Matic",2899,2011-04-02,2019-03-10,151,3,2,0,.33613,,,-2.028954590901861E-13,,
3719475,"       (2015 KJ19)","2015 KJ19",,,Y,N,22.5,,,,,,,,,,,,,,,,,,,32,2459600.5,59600,20220121.0000000,J2000,.7455914782974666,2.079814974110801,.5291226529783215,2.546824926405169,106.045032184279,30.03811585089251,98.14482245503399,3.63050729524328,.3285995942730183,2459301.823969458435,20210328.3239695,1095.558260795942,2.99947504666925,.0359726,13.999456742,1.42747,3.344,2.6248E-7,1.3909E-8,5.4709E-7,1.8233E-5,.00043617,.00045043,3.0261E-6,2.4279E-8,3.2962E-9,9.3849E-6,1.099E-5,APO,"Otto Matic",2215,2015-05-20,2021-06-12,204,,,0,.37976,,,2.596769318553394E-13,,
3720924,"       (2015 LA2)","2015 LA2",,,Y,N,23.0,,,,,,,,,,,,,,,,,,,18,2459600.5,59600,20220121.0000000,J2000,.2807084311909889,.8830987143105463,.6352054596296536,7.72042175026184,85.38098001455874,3.654764074478586,151.5287859870994,1.130991968991439,1.187654709346011,2459472.913433976497,20210915.4134340,303.1184039999605,0.829892960985518,.085387,33.23005879,4.03598,6.676,6.1866E-7,1.9323E-8,5.5765E-7,5.0915E-5,2.9841E-5,3.7091E-5,.00010512,2.4747E-8,3.8979E-8,8.581E-5,9.9485E-6,ATE,"Otto Matic",3660,2010-05-11,2020-05-18,94,,,1,.46923,,,-1.199345007600462E-13,,
3729281,"       (2015 TC25)","2015 TC25",,,Y,N,29.34,,,,,,,,,,0.03715,,,,,,,,,18,2459600.5,59600,20220121.0000000,J2000,.1161703225679896,1.028459000058172,.9089825862734622,3.744153302389831,18.8623417231578,80.56045707302479,298.3745878491934,1.147935413842882,.9449821374554437,2459665.713309022693,20220327.2133090,380.9595819127048,1.04301049120521,.000767654,0.29874790718,3.90913,5.941,2.6247E-7,5.6112E-7,6.4031E-7,7.4639E-6,6.017E-6,6.8667E-5,.00087364,6.263E-7,7.7336E-7,.00097712,.00031177,APO,"Otto Matic",562,2015-10-11,2017-04-25,48,0,2,2,.40931,,1.598432061261522E-10,-5.281785688630024E-12,,
3736678,"       (2015 XC352)","2015 XC352",,,Y,N,25.7,,,,,,,,,,,,,,,,,,,24,2459600.5,59600,20220121.0000000,J2000,.1457234784924558,1.015126680364685,.8671988893914437,4.484055362751501,98.5843177670032,82.93037664053242,263.6911327037966,1.163054471337926,.9636597288920539,2459700.440740915813,20220430.9407409,373.5758475804545,1.02279492835169,.00176317,0.6861728689,3.79312,5.997,1.6427E-7,3.0042E-8,1.4744E-7,4.6675E-6,1.0573E-5,1.8507E-5,6.7685E-5,3.442E-8,4.2778E-8,7.4374E-5,1.6583E-5,APO,"Otto Matic",1307,2015-12-06,2019-07-05,84,1,1,1,.41285,,,-7.718842147997206E-13,,
3740496,"       (2016 AG193)","2016 AG193",,,Y,N,23.52,,,,,,,,,,,,,,,,,,,"JPL 13",2459600.5,59600,20220121.0000000,J2000,.1970000653981545,1.310642904960975,1.052446166970036,28.80143643405812,124.2509244565064,320.4034571444033,25.51890074538425,1.568839642951914,.6568670885153456,2459561.650587095082,20211213.1505871,548.0560775448103,1.50049576329859,.106775,41.55362675,3.60862,4.832,1.2128E-6,1.2188E-8,1.5889E-6,.00016839,1.7531E-5,.00052297,.00031026,1.4589E-8,9.1627E-9,.0004723,7.6448E-6,AMO,"Otto Matic",2208,2016-01-15,2022-01-31,47,,,0,.53635,,,-2.874609504072936E-13,,
3743897,"       (2016 CO246)","2016 CO246",,,Y,N,25.8,,,,,,,,,,,,,,,,,,,23,2459600.5,59600,20220121.0000000,J2000,.1260839920490124,.9962737102667595,.8706595437028453,6.298641445330888,136.4269427523929,120.334464758219,244.025991648279,1.121887876830674,.9911424303432044,2459717.510436443088,20220518.0104364,363.2172218430223,0.994434556722854,.0380801,14.819632517,3.88787,6.086,3.9168E-7,1.4875E-8,3.9822E-7,1.7904E-5,1.4277E-5,1.4539E-5,3.7454E-5,1.6751E-8,2.2198E-8,4.0014E-5,8.1348E-6,ATE,"Otto Matic",1464,2016-02-12,2020-02-15,46,,,0,.55933,,,-7.321707981815953E-13,,
3748560,"       (2016 GE1)","2016 GE1",,,Y,N,26.7,,,,,,,,,,0.009438,,,,,,,,,10,2459600.5,59600,20220121.0000000,J2000,.5203245955434146,2.063407730433521,.9897659376545439,10.7276613006824,15.61905557357129,197.267114524147,335.1313448659562,3.137049523212497,.3325266782430729,2459675.286947217105,20220405.7869472,1082.619902565666,2.96405175240429,.00436438,1.6984857646,1.84761,3.578,9.4212E-8,9.5363E-8,1.8419E-7,1.354E-5,2.9376E-6,.00010428,3.8105E-5,1.4498E-7,2.3052E-8,.00011846,7.5052E-5,APO,"Otto Matic",1098,2016-04-02,2019-04-05,127,,,0,.3522,,,-1.438865589025615E-12,,
3752012,"       (2016 GW221)","2016 GW221",,,Y,N,24.77,,,,,,,,,,0.2856,,,,,,,,,"JPL 41",2459600.5,59600,20220121.0000000,J2000,.2682352769489357,.8266786296995342,.6049342585143129,3.694316218765295,33.59158676065476,8.228402015457867,37.90404223582282,1.048423000884755,1.311290779799675,2459571.594098410718,20211223.0940984,274.5386496616692,0.751645858074385,.022365,8.70378705,4.28613,7.061,7.5927E-8,1.7031E-9,6.3015E-8,3.4618E-6,1.3097E-5,2.6033E-5,3.6672E-5,2.1599E-9,4.0522E-9,2.7975E-5,8.484E-7,ATE,"Otto Matic",2196,2016-04-14,2022-04-19,224,1,0,0,.46095,,,-1.388393066317418E-13,,
3752703,"       (2016 JE)","2016 JE",,,Y,N,21.88,,,,,,,,,,,,,,,,,,,"JPL 21",2459600.5,59600,20220121.0000000,J2000,.4721495239494622,.8218577335364038,.4338179958930068,16.67587328192132,51.36352464121566,347.5082124244348,47.65582295625291,1.209897471179801,1.322845440252073,2459564.474761142789,20211215.9747611,272.1406364234061,0.745080455642453,.112429,43.75399393,4.20902,7.002,5.1332E-7,1.2349E-8,4.2705E-7,3.2156E-5,3.968E-5,3.674E-5,.00011491,1.8179E-8,2.9815E-8,8.7194E-5,6.1336E-6,ATE,"Otto Matic",3307,2013-04-13,2022-05-03,91,,,1,.50674,,,-1.350108854560391E-13,,
3762440,"       (2016 UW80)","2016 UW80",,,Y,N,23.91,,,,,,,,,,,,,,,,,,,21,2459600.5,59600,20220121.0000000,J2000,.1693480598479699,1.164345187904721,.9671655893397365,12.98777488288624,37.40453686408119,108.5216916787579,328.1961553223775,1.361524786469705,.7844792215573947,2459641.041347436180,20220302.5413474,458.9031679963513,1.25640839971623,.0571715,22.249432655,3.64859,5.377,4.4384E-8,1.7869E-8,5.1172E-8,1.8091E-5,6.343E-6,2.5029E-5,3.369E-5,2.0896E-8,1.8059E-8,4.3633E-5,1.0564E-5,APO,"Otto Matic",3642,2011-10-25,2021-10-14,121,,,0,.45955,,,-2.015323697712911E-13,,
3799312,"       (2018 CW2)","2018 CW2",,,Y,N,25.66,,,,,,,,,,,,,,,,,,,"JPL 13",2459600.5,59600,20220121.0000000,J2000,.4210615128380442,.7621472163222841,.4412363564123191,4.952828201974344,332.037985449674,327.2129471574536,201.2811195781974,1.083058076232249,1.481309377883975,2459707.647691624372,20220508.1476916,243.0282325723569,0.665375037843551,.00437989,1.7045217913,4.11998,7.519,3.8199E-7,2.3606E-9,2.9195E-7,1.0793E-5,1.3269E-5,2.8301E-5,7.7673E-5,3.3546E-9,6.8822E-9,5.273E-5,1.1291E-6,ATE,Giorgini,1471,2018-02-09,2022-02-19,161,2,1,0,.33692,,,-5.500367359164593E-13,,
